,lalco,ldep,llife,lcrim,ralco,rdep,rlife,rcrim,secElasped,chosen,order,alcodiff,depdiff,lifediff,crimdiff,LocationLatitude,LocationLongitude,econStatus,hour_of_day,age_18-24 years old,age_25-34 years old,age_35-44 years old,age_45-54 years old,age_55-64 years old,age_65+ years old,gender_Female,gender_Male,gender_Non-binary / third gender,employment_Retired,employment_Student,employment_Unemployed and looking for work,employment_Working full-time,employment_Working part-time,maritalStatus_Living with a partner,maritalStatus_Married,maritalStatus_Never been married,maritalStatus_Widowed,ethnicity_Black/African American,ethnicity_Hispanic/Latino,ethnicity_White/Caucasian,"ethnicity_White/Caucasian,Black/African American",timezone_America/Chicago,timezone_America/Detroit,timezone_America/Los_Angeles,timezone_America/New_York,timezone_Europe/London
6610,4,1,1,2,4,0,1,2,4,0,28,0,1,0,0,42.11140441894531,-77.94219970703125,35,22,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6612,2,1,3,0,2,0,3,2,36,0,30,0,1,0,-2,42.11140441894531,-77.94219970703125,35,22,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6613,4,0,3,0,4,1,2,2,4,1,31,0,-1,1,-2,42.11140441894531,-77.94219970703125,35,22,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6615,0,0,2,1,2,0,1,2,6,0,33,-2,0,1,-1,42.11140441894531,-77.94219970703125,35,22,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6617,2,2,3,2,0,2,2,1,4,1,35,2,0,1,1,42.11140441894531,-77.94219970703125,35,22,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6642,0,1,2,0,2,1,1,0,96,0,0,-2,0,1,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6643,4,0,3,1,2,1,3,2,14,1,1,2,-1,0,-1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6644,0,0,1,0,2,2,3,0,14,1,2,-2,-2,-2,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6674,2,2,2,1,4,0,1,2,13,0,32,-2,2,1,-1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6675,4,1,1,0,4,0,2,0,26,0,33,0,1,-1,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6676,2,1,2,0,4,2,1,1,39,0,34,-2,-1,1,-1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6678,4,2,1,0,2,2,1,2,16,0,36,2,0,0,-2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6679,4,1,1,0,0,2,3,0,15,1,37,4,-1,-2,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6680,2,0,2,0,0,0,3,2,17,0,38,2,0,-1,-2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6681,0,0,3,2,4,2,2,0,79,1,39,-4,-2,1,2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6682,2,0,3,2,4,1,2,2,12,1,40,-2,-1,1,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6683,2,1,3,0,0,1,2,0,51,0,41,2,0,1,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6686,0,2,3,0,4,1,2,1,16,0,44,-4,1,1,-1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6687,2,0,1,2,2,2,3,2,14,1,45,0,-2,-2,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6688,4,2,3,1,4,1,1,1,15,0,46,0,1,2,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6689,2,0,1,2,0,1,1,1,21,1,47,2,-1,0,1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6690,0,1,3,0,2,2,1,2,22,0,48,-2,-1,2,-2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6691,0,1,3,0,4,0,3,1,12,0,49,-4,1,0,-1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6692,4,2,1,2,4,1,3,2,36,1,50,0,1,-2,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6693,4,1,3,2,0,2,1,1,53,1,51,4,-1,2,1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6694,4,2,3,2,0,0,1,2,10,0,52,4,2,2,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6695,4,1,3,0,4,0,3,2,9,0,53,0,1,0,-2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6673,2,0,2,2,0,2,2,2,11,1,31,2,-2,0,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6671,2,1,3,1,4,1,2,0,16,0,29,-2,0,1,1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6670,0,2,3,1,2,2,2,0,42,0,28,-2,0,1,1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6669,2,1,1,1,2,0,1,2,14,0,27,0,1,0,-1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6646,2,1,2,0,0,1,2,0,10,1,4,2,0,0,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6647,0,2,3,1,0,0,1,0,23,0,5,0,2,2,1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6648,2,0,1,2,4,2,2,2,10,1,6,-2,-2,-1,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6649,4,1,3,0,2,2,2,2,18,1,7,2,-1,1,-2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6650,2,1,1,0,4,0,2,1,13,0,8,-2,1,-1,-1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6651,2,2,1,0,2,2,1,1,14,0,9,0,0,0,-1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6653,2,2,1,0,2,1,3,1,20,0,11,0,1,-2,-1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6654,2,0,3,1,2,2,3,0,10,1,12,0,-2,0,1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6657,0,2,3,1,0,1,3,1,10,0,15,0,1,0,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6697,4,0,1,0,0,0,1,0,11,1,55,4,0,0,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6658,0,0,3,2,0,1,2,0,16,1,16,0,-1,1,2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6660,2,0,2,2,4,2,2,0,12,1,18,-2,-2,0,2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6661,4,2,3,1,4,2,1,0,26,1,19,0,0,2,1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6662,2,2,2,2,0,2,3,1,14,1,20,2,0,-1,1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6663,0,2,3,1,2,1,1,0,15,0,21,-2,1,2,1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6664,0,2,2,0,4,1,1,2,8,0,22,-4,1,1,-2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6665,0,1,2,2,0,1,2,0,13,1,23,0,0,0,2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6666,0,0,1,2,4,1,1,2,38,1,24,-4,-1,0,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6667,2,0,3,2,4,2,3,2,12,1,25,-2,-2,0,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6668,4,0,3,0,4,1,1,0,27,1,26,0,-1,2,0,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6659,4,1,2,1,4,2,2,2,48,1,17,0,-1,0,-1,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6590,2,2,1,2,2,2,3,1,4,1,8,0,0,-2,1,42.11140441894531,-77.94219970703125,35,21,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6806,4,0,2,0,2,1,1,1,7,1,44,2,-1,1,-1,47.663101196289055,-122.30290222167967,15,21,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6809,0,2,1,0,0,1,3,1,4,0,47,0,1,-2,-1,47.663101196289055,-122.30290222167967,15,21,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6947,2,2,2,2,4,0,1,0,3,1,5,-2,2,1,2,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6948,2,0,3,2,2,0,1,1,6,0,6,0,0,2,1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6949,0,1,2,1,0,0,3,1,5,0,7,0,1,-1,0,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6950,0,2,3,1,2,0,2,1,6,0,8,-2,2,1,0,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6951,0,1,3,2,4,2,1,0,4,1,9,-4,-1,2,2,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6952,0,0,1,1,4,0,1,1,5,0,10,-4,0,0,0,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6953,4,1,2,1,2,1,1,0,4,1,11,2,0,1,1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6955,2,1,3,2,4,0,1,1,8,0,13,-2,1,2,1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6956,2,0,1,2,0,0,2,1,6,1,14,2,0,-1,1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6957,0,1,3,2,2,2,2,2,6,0,15,-2,-1,1,0,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6958,4,0,1,1,2,1,2,2,6,1,16,2,-1,-1,-1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6959,4,1,3,0,4,1,2,1,3,0,17,0,0,1,-1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6961,4,0,3,2,4,0,1,1,7,0,19,0,0,2,1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6962,0,1,1,0,4,1,3,2,6,0,20,-4,0,-2,-2,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6963,0,2,2,0,0,0,1,2,2,0,21,0,2,1,-2,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6964,0,2,2,2,4,1,2,0,3,1,22,-4,1,0,2,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6965,2,2,1,1,4,0,2,1,18,0,23,-2,2,-1,0,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6966,2,1,2,2,2,2,1,1,10,1,24,0,-1,1,1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6967,2,1,3,2,2,0,1,0,3,1,25,0,1,2,2,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6946,0,0,3,1,4,1,2,2,7,0,4,-4,-1,1,-1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6969,2,2,3,2,4,2,2,0,2,1,27,-2,0,1,2,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6944,0,0,3,1,4,0,1,0,3,1,2,-4,0,2,1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6942,2,2,3,2,2,2,1,2,26,0,0,0,0,2,0,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6920,4,0,3,1,2,1,3,2,13,1,38,2,-1,0,-1,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6922,0,2,3,1,2,0,1,1,8,0,40,-2,2,2,0,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6923,4,1,3,2,4,0,1,0,14,1,41,0,1,2,2,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6924,0,0,2,1,4,2,2,2,8,0,42,-4,-2,0,-1,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6925,2,0,1,2,0,1,3,2,17,1,43,2,-1,-2,0,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6926,2,0,3,0,4,2,3,0,12,0,44,-2,-2,0,0,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6927,4,2,3,1,0,1,3,0,10,1,45,4,1,0,1,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6928,2,2,2,1,0,2,2,1,6,1,46,2,0,0,0,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6929,0,2,1,0,4,0,3,0,6,0,47,-4,2,-2,0,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6930,2,2,2,0,2,2,2,1,9,0,48,0,0,0,-1,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6931,2,0,3,0,0,1,1,1,23,0,49,2,-1,2,-1,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6932,4,2,2,2,0,1,2,1,10,1,50,4,1,0,1,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6933,4,0,2,0,0,0,1,0,8,1,51,4,0,1,0,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6936,4,2,2,1,2,0,3,2,15,1,54,2,2,-1,-1,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6937,4,0,2,2,2,2,3,0,5,1,55,2,-2,-1,2,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6938,2,0,3,1,0,0,1,1,10,1,56,2,0,2,0,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6939,4,1,1,0,4,2,3,2,6,0,57,0,-1,-2,-2,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6940,4,1,2,2,2,0,1,0,15,1,58,2,1,1,2,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6941,0,2,1,2,0,2,3,2,6,1,59,0,0,-2,0,54.32470703125,-2.744293212890625,30,15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6943,0,2,1,1,0,0,1,0,3,1,1,0,2,0,1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6970,0,1,2,2,2,0,1,0,3,1,28,-2,1,1,2,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6971,2,2,1,0,4,0,1,1,3,0,29,-2,2,0,-1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6972,4,2,1,2,0,0,1,1,52,1,30,4,2,0,1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7002,4,1,3,0,2,2,1,0,22,0,0,2,-1,2,0,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7003,4,2,2,2,0,0,1,0,11,1,1,4,2,1,2,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7004,4,0,1,1,2,1,2,1,17,1,2,2,-1,-1,0,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7005,4,2,2,0,4,1,1,0,19,0,3,0,1,1,0,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7006,2,0,1,0,0,1,2,1,126,0,4,2,-1,-1,-1,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7007,0,2,2,2,0,0,3,0,7,1,5,0,2,-1,2,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7008,4,2,2,0,2,0,1,1,6,0,6,2,2,1,-1,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7009,4,2,2,0,2,1,3,2,7,0,7,2,1,-1,-2,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7010,0,1,3,0,0,1,2,1,6,0,8,0,0,1,-1,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7011,4,2,1,1,2,1,2,2,6,0,9,2,1,-1,-1,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7014,4,0,3,1,4,1,3,0,4,1,12,0,-1,0,1,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7016,2,0,3,2,2,0,3,1,9,1,14,0,0,0,1,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7017,4,2,2,0,4,2,2,2,4,0,15,0,0,0,-2,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7018,2,2,2,0,0,1,2,2,3,0,16,2,1,0,-2,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7019,2,2,1,0,0,2,2,1,5,0,17,2,0,-1,-1,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7020,2,1,3,0,0,2,1,2,3,0,18,2,-1,2,-2,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7021,4,0,3,1,4,0,1,1,4,0,19,0,0,2,0,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7022,0,2,2,2,2,0,2,0,6,1,20,-2,2,0,2,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7023,2,0,2,1,4,1,3,0,3,1,21,-2,-1,-1,1,42.965606689453125,-85.65000152587889,8,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7001,0,1,1,1,0,1,3,1,6,1,59,0,0,-2,0,52.43910217285156,-1.50390625,30,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7000,0,0,1,2,4,0,3,1,5,1,58,-4,0,-2,1,52.43910217285156,-1.50390625,30,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6999,0,0,1,1,2,0,2,2,34,0,57,-2,0,-1,-1,52.43910217285156,-1.50390625,30,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6998,2,2,2,0,0,2,3,2,2,0,56,2,0,-1,-2,52.43910217285156,-1.50390625,30,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6973,0,0,2,2,4,1,2,0,3,1,31,-4,-1,0,2,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6975,2,0,1,0,4,1,1,2,3,0,33,-2,-1,0,-2,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6976,4,1,3,0,2,2,3,1,3,0,34,2,-1,0,-1,52.43910217285156,-1.50390625,30,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
